IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.41,,,1.36,,3.86,2.41 [1.36 – 3.86],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.42,,,0.94,,4.03,2.42 [0.94 – 4.03],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,POL,Poland,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.43,,,1.85,,3.16,2.43 [1.85 – 3.16],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.53,,,1.72,,3.55,2.53 [1.72 – 3.55],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.53,,,1.75,,3.52,2.53 [1.75 – 3.52],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.54,,,1.63,,3.58,2.54 [1.63 – 3.58],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.54,,,1.81,,9.34,2.54 [1.81 – 9.34],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.55,,,1.81,,3.45,2.55 [1.81 – 3.45],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.58,,,1.34,,4.98,2.58 [1.34 – 4.98],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.58,,,1.7,,3.75,2.58 [1.7 – 3.75],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,DZA,Algeria,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.6,,,1.41,,4.44,2.6 [1.41 – 4.44],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.63,,,1.49,,4.3,2.63 [1.49 – 4.3],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.66,,,1.85,,3.73,2.66 [1.85 – 3.73],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.66,,,1.94,,3.55,2.66 [1.94 – 3.55],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,PER,Peru,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.73,,,1.57,,4.28,2.73 [1.57 – 4.28],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.75,,,2.34,,3.15,2.75 [2.34 – 3.15],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.76,,,1.43,,5.04,2.76 [1.43 – 5.04],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.76,,,1.73,,4.13,2.76 [1.73 – 4.13],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.76,,,2.47,,6.68,2.76 [2.47 – 6.68],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.83,,,2.21,,3.53,2.83 [2.21 – 3.53],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.86,,,1.92,,4.08,2.86 [1.92 – 4.08],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.86,,,1.93,,4.09,2.86 [1.93 – 4.09],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.9,,,1.57,,4.86,2.9 [1.57 – 4.86],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.91,,,2,,4.1,2.91 [2 – 4.1],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.94,,,1.66,,4.76,2.94 [1.66 – 4.76],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.94,,,1.68,,4.75,2.94 [1.68 – 4.75],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.96,,,1.8,,4.46,2.96 [1.8 – 4.46],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,CHL,Chile,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.98,,,2.32,,3.71,2.98 [2.32 – 3.71],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,GHA,Ghana,Year,2019,true,Sex,Male,MLE,,,,,,,,,,20.04,,,12.37,,30.34,20.04 [12.37 – 30.34],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2019,true,Sex,Male,MLE,,,,,,,,,,20.09,,,16.44,,23.98,20.09 [16.44 – 23.98],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,20.15,,,15.09,,26.29,20.15 [15.09 – 26.29],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,20.16,,,14.02,,27.88,20.16 [14.02 – 27.88],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Male,MLE,,,,,,,,,,20.21,,,11.73,,31.59,20.21 [11.73 – 31.59],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,BWA,Botswana,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,20.22,,,10.86,,34.48,20.22 [10.86 – 34.48],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Male,MLE,,,,,,,,,,20.29,,,12.28,,32.25,20.29 [12.28 – 32.25],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Male,MLE,,,,,,,,,,20.69,,,12.42,,32.56,20.69 [12.42 – 32.56],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Male,MLE,,,,,,,,,,20.9,,,11.2,,33.32,20.9 [11.2 – 33.32],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2019,true,Sex,Male,MLE,,,,,,,,,,20.94,,,13.39,,35.07,20.94 [13.39 – 35.07],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,20.96,,,10.75,,33.37,20.96 [10.75 – 33.37],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,21.16,,,12.28,,32.43,21.16 [12.28 – 32.43],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,21.6,,,17.45,,27.23,21.6 [17.45 – 27.23],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Male,MLE,,,,,,,,,,21.71,,,13.48,,33.23,21.71 [13.48 – 33.23],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Male,MLE,,,,,,,,,,22.14,,,17.11,,28.39,22.14 [17.11 – 28.39],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,USA,United States of America,Year,2019,true,Sex,Male,MLE,,,,,,,,,,22.4,,,20.92,,29.96,22.4 [20.92 – 29.96],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,22.67,,,16.18,,31.46,22.67 [16.18 – 31.46],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,22.75,,,10.36,,41.18,22.75 [10.36 – 41.18],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,22.96,,,12.75,,37.6,22.96 [12.75 – 37.6],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,23.19,,,13.59,,36.38,23.19 [13.59 – 36.38],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,GAB,Gabon,Year,2019,true,Sex,Male,MLE,,,,,,,,,,23.31,,,13.41,,37.68,23.31 [13.41 – 37.68],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,23.49,,,16.22,,32.13,23.49 [16.22 – 32.13],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,23.63,,,12.62,,37.48,23.63 [12.62 – 37.48],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Male,MLE,,,,,,,,,,23.99,,,14.37,,37.02,23.99 [14.37 – 37.02],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,true,Sex,Male,MLE,,,,,,,,,,24.45,,,15.15,,37.01,24.45 [15.15 – 37.01],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,NAM,Namibia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,24.88,,,14.43,,41.16,24.88 [14.43 – 41.16],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Male,MLE,,,,,,,,,,25.15,,,15.1,,39.53,25.15 [15.1 – 39.53],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2019,true,Sex,Male,MLE,,,,,,,,,,25.38,,,16.92,,37.2,25.38 [16.92 – 37.2],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Male,MLE,,,,,,,,,,25.65,,,15.38,,40.43,25.65 [15.38 – 40.43],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,25.74,,,15.96,,38.99,25.74 [15.96 – 38.99],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,SUR,Suriname,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,25.89,,,17.38,,36.82,25.89 [17.38 – 36.82],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,27.16,,,14.82,,44.2,27.16 [14.82 – 44.2],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,Sex,Male,MLE,,,,,,,,,,27.4,,,17.27,,41.81,27.4 [17.27 – 41.81],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,28.99,,,11.8,,47,28.99 [11.8 – 47],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,LVA,Latvia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,29.01,,,20.51,,39.53,29.01 [20.51 – 39.53],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,29.68,,,13.74,,49.67,29.68 [13.74 – 49.67],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.03,,,1.96,,4.42,3.03 [1.96 – 4.42],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.05,,,1.79,,4.85,3.05 [1.79 – 4.85],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.08,,,1.73,,5,3.08 [1.73 – 5],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.18,,,1.71,,5.42,3.18 [1.71 – 5.42],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.18,,,2.01,,4.4,3.18 [2.01 – 4.4],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.26,,,1.52,,5.85,3.26 [1.52 – 5.85],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.26,,,2.01,,4.98,3.26 [2.01 – 4.98],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.29,,,2.36,,21.64,3.29 [2.36 – 21.64],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,DZA,Algeria,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.3,,,1.82,,5.73,3.3 [1.82 – 5.73],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.3,,,1.96,,5.22,3.3 [1.96 – 5.22],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.31,,,2.58,,4.15,3.31 [2.58 – 4.15],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.34,,,1.77,,5.53,3.34 [1.77 – 5.53],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.37,,,2.31,,4.79,3.37 [2.31 – 4.79],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,SSD,South Sudan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.38,,,1.85,,5.71,3.38 [1.85 – 5.71],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.38,,,2.09,,5.18,3.38 [2.09 – 5.18],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.41,,,1.57,,6.54,3.41 [1.57 – 6.54],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.41,,,2.24,,5,3.41 [2.24 – 5],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.41,,,3.21,,3.64,3.41 [3.21 – 3.64],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.45,,,1.92,,5.59,3.45 [1.92 – 5.59],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,PRT,Portugal,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.46,,,2.64,,4.43,3.46 [2.64 – 4.43],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.48,,,2.55,,4.62,3.48 [2.55 – 4.62],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.51,,,2.12,,5.36,3.51 [2.12 – 5.36],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.53,,,2.3,,5.18,3.53 [2.3 – 5.18],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.54,,,2.63,,4.68,3.54 [2.63 – 4.68],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.57,,,2.03,,6.29,3.57 [2.03 – 6.29],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,IRL,Ireland,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.57,,,2.69,,4.56,3.57 [2.69 – 4.56],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.59,,,2.42,,5.39,3.59 [2.42 – 5.39],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.6,,,2.49,,5.01,3.6 [2.49 – 5.01],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.62,,,2.82,,4.61,3.62 [2.82 – 4.61],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.63,,,2.45,,5.14,3.63 [2.45 – 5.14],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.65,,,2.41,,5.23,3.65 [2.41 – 5.23],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.66,,,2.27,,5.5,3.66 [2.27 – 5.5],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.7,,,2.21,,5.88,3.7 [2.21 – 5.88],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,ALB,Albania,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.72,,,2.05,,5.72,3.72 [2.05 – 5.72],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.74,,,2.24,,5.85,3.74 [2.24 – 5.85],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,COL,Colombia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.74,,,2.54,,8.68,3.74 [2.54 – 8.68],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,CZE,Czechia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.78,,,2.73,,5.11,3.78 [2.73 – 5.11],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.79,,,1.78,,6.07,3.79 [1.78 – 6.07],,,EN,2021-02-08T16:00:00.000Z
